Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Yang, J; Gu, YK; Tang, XL",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Yang Jie; Gu Yingkang; Tang Xiuli,,,"The Relationship between Festivalscape, Tourists' Emotion, Perceived Value and Behavioral Intentions","ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Festivalscape; Emotion; Perceived Value; Behavioral Intentions,SATISFACTION,"The purpose of this study is to examine the interrelationship among festivalscape, tourists' emotion, perceived value and behavioral intentions. A survey is conducted in 2009 Shanghai International Tea Culture Festival and the model is tested by structural equation modeling. The results show that festivalscape is only positively associated with tourists' emotion, and also confirm that tourists' emotion is positively related to perceived value and behavioral intentions, and perceived value is positively related to behavioral intentions in the context of the festival tourism in China. This study contributes to the theoretical advancement in the field of festival marketing and also provides further insight for festival managers into better understanding of tourists' behavioral intentions.","[Yang Jie] East China Normal Univ, Sch Psychol & Cognit, Shanghai 200062, Peoples R China; [Yang Jie; Gu Yingkang] Shanghai Second Polytech Univ, Dept Event Management, Shanghai 201209, Peoples R China; [Tang Xiuli] Shanghai Sanda Univ, Tourism Dept, Shanghai 201209, Peoples R China",East China Normal University; Shanghai Polytechnic University,"Yang, J (通讯作者)，East China Normal Univ, Sch Psychol & Cognit, Shanghai 200062, Peoples R China.",bmw128@gmail.com; gykcx@163.com; tangxl0251@yahoo.com.cn,,,,,,,11,0,0,0,12,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,520,+,,,,,,2,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400088,0
C,"Zhou, XJ; Gao, HY",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Zhou Xiujun; Gao Hongyan,,,Analysis on Development Strategy of Small/Medium Film Enterprise,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Small/Medium Film Enterprise; Strategy; Film Industry,,"At present, there is a big disparity between small/medium film enterprises and large ones. Small/medium film enterprises are on the edges of market. How to improve the competency of small/medium film enterprises has much to do with the whole film industry. The paper analyzed four dynamic forces, and then, a sustainable development model including policy, technology, management level and capital operation is put forward. First, small/medium film enterprises should seize the opportunity which policy provided, and avoid risk. Second, they should learn advanced technology from large enterprises both from home and abroad and strengthen independent research and development efforts. Third, the system transformation from public undertakings to enterprises should be pay attention to by the state-owned small/medium film enterprises, and private ones should avoid patriarch-based management. Fourth, they all should strengthen cooperation with related departments in cultural industry and financial institutions to find more financing ways so that capital could push film industry to develop to a higher level.","[Zhou Xiujun; Gao Hongyan] Beijing Jiaotong Univ, Sch Econ & Management, Beijing, Peoples R China",Beijing Jiaotong University,,xiujunzhou@126.com,,,,,,,10,0,0,0,1,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,339,344,,,,,,6,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400059,0
C,"Dong, X; Wu, X",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Dong Xin; Wu Xin,,,Multi-dimensional Scanning and Innovation of West China's Urbanization,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,West China's Urbanization; Development Outlook; Strategy Innovation,,"The west China's urbanization process is obvious hysteretic with the appearance of a heavy pace under the shadowing of the west China's notable urban development achievements. This paper takes this as a background and analyzes the western urbanization's interruptive mechanism from the following four aspects: the development outlook, driving force, pattern and method, then through comparing the characteristic of western urbanization during the different historical periods, puts forward the main strategy that taking innovation as the dynamic engine, metropolitan region as the carrier etc., through which to guide the concrete practices of the contemporary west China's healthy urbanization.","[Dong Xin; Wu Xin] Xian Univ Architecture & Technol, Sch Architecture, Xian 710055, Peoples R China",Xi'an University of Architecture & Technology,,tonnyxin421@sina.com; xwu_2006@126.com,"Wu, Xin/ISR-8377-2023; Dong, Xin/IZQ-2213-2023",,,,,,7,0,0,0,4,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,277,282,,,,,,6,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400048,0
C,"Huang, T; Fan, YP",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Huang Tao; Fan Yanping,,,On the Reform Stages of China's S&T Management System,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,S&T system; China; Four Stages,,"The characteristics of the four reform stages are analyzed, including the guideline, goal, key points, policy measures, context, important documents, existing problems and the achievements. The first stage is dominated by plan, with the guideline to put in force the principle of economic construction rely on science and technology and that scientific and technological work must be oriented to economic construction, laying the emphasis on the integration of S&T with economy. Experiments were made for departments and units' structure adjustment during the second stage, which was reoriented, and defined as facing the economy, rely on S&T to climb high mountains, aiming to establish a new system of science and technology management compatible with the socialist market economic system and the law of scientific and technological development. The reform guideline for the third stage was innovation, industrialization, the structure for S&T adjusted systematically. The guideline for the forth stage is indigenous innovation, aiming at building a more genuinely enterprise-centered innovation system, innovation should be the principal driving force for development in the coming decades. The evolving trend of the system reform is orientated to establish national innovation system (NIS) spontaneously or intentionally. That is to say, the deepening S&T system should be combined with establishing NIS.","[Huang Tao] Wuhan Univ Sci & Technol, Coll Humanities Law & Econ, Wuhan 430081, Hubei, Peoples R China; [Fan Yanping] Wuhan Univ Sci & Technol, Coll Foreign Language, Wuhan 430081, Hubei, Peoples R China",Wuhan University of Science & Technology; Wuhan University of Science & Technology,"Huang, T (通讯作者)，Wuhan Univ Sci & Technol, Coll Humanities Law & Econ, Wuhan 430081, Hubei, Peoples R China.",huangtao_2000cn@yahoo.com.cn,,,National Social Sciences Foundation [08CZX008],National Social Sciences Foundation,This paper is supported by National Social Sciences Foundation(No. 08CZX008),,8,0,0,0,2,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,389,+,,,,,,2,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400068,0
C,"Sha, ZQ; Hu, BB",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Sha Zhenquan; Hu Beibin,,,An Empirical Study: Factors of Influence of Word-of-Mouth,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Influence of WOM; Actively Sought; Perceived Risk; Self-Confidence,,"With the rapid development of cyber economy, Word-of-Mouth has an increasing important influence on consumers' purchase decisions. As WOM is a consumer-dominated channel of information, its senders and receivers are thought to be independent of marketers. This paper selected 192 consumers who had experiences on online purchase as research object. Then it researched consumers' self-confidence, perceived risk, WOM actively sought and discussed the relationships between these factors and influence of WOM. The results show that consumers' self-confidence has a direct and positive effect on WOM actively sought. And perceived risk has a direct and positive effect on actively sought. Lastly, WOM actively sought has a direct and positive effect on influence of WOM. From the above conclusions, it is known that WOM actively sought is the key mediator in affecting influence of WOM.","[Sha Zhenquan; Hu Beibin] S China Univ Technol, Sch Business Adm, Guangzhou 510640, Peoples R China",South China University of Technology,,bmzhqsha@scut.edu.cn; 13760776899@139.com,,,,,,,12,0,0,0,1,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,556,560,,,,,,5,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400095,0
C,"Xu, WX; Zhu, J",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Xu Weixiang; Zhu Jian,,,The Performance Analysis of Group Investment Cross Regions,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Group Investment; Regional Economy; Enterprises,,"Group investment is an important mode of industry transfer, and in this process, some leading enterprises lead a group of upstream and downstream firms in related industries to transfer together. Comparing with the traditional industry transfer ways, its advantages are obvious: the transfer of the whole industry chain saves a lot of transaction cost for the firms concerned; besides, it will also play a positive role in forming industries with special potentials for the local economy. This article focuses on the performance evaluation of local economy and enterprises that involved.","[Xu Weixiang; Zhu Jian] Zhejiang Univ Technol, Coll Business Adm, Hangzhou 310023, Zhejiang, Peoples R China",Zhejiang University of Technology,,xwq@zjut.edu.cn,"Xu, Weixiang/G-5488-2011; xu, weixiang/H-1744-2012",,,,,,8,0,0,0,0,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,68,72,,,,,,5,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400013,0
C,"Zhang, L; Zhang, ZC",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Zhang Lei; Zhang Zongcheng,,,Dynamic Comparison and Management Measures of Real Estate Markets' Wealth Effect in Different Regions of China,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Real Estate Market; Time-varying Parameter Model; Wealth Effect,,"Through time-varying parameter model, this paper testes the dynamic variance of real estate markets' wealth effect in three different regions of China. The time-varying parameters model shows that East China, due to appreciation potential, attracts real estate developers and speculators, so the wealth effect is obviously higher and more stable. But Central China, affected by its own economic fundamentals, the wealth effect is not that stable. West China, due to the limited financing channels, is easily affected by the macroeconomic policies on the real estate market. In this paper, we suggest that state department should analyze different conditions and real estate markets in the three regions, and then take different but efficient measures to promote the development of real estate market in different regions, and stimulate local consumption. Meantime, it is also necessary to maintain the balance of commercial housing supply and demand to avoid the excessive growth of housing prices that may cause pricing bubbles.","[Zhang Lei; Zhang Zongcheng] Huazhong Univ Sci & Technol, Sch Econ, Wuhan 430074, Peoples R China",Huazhong University of Science & Technology,,zhanglei_syndy@yahoo.com.cn,,,,,,,11,0,0,0,6,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,271,276,,,,,,6,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400047,0
C,"Li, LK; Ning, DH",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Li Lekang; Ning Dehuang,,,Behavior Characteristics of the Female Consumer Based on Chinese Face,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Face; Chinese women; Consumer Behavior; Characteristics,,"In the market economy, female consumers have become an important target customer group. The article summarizes the behavioral characteristics of Chinese female consumers, which is based on consumer psychology theory, methods of learning and Chinese culture, especially Chinese face concept, in the hope that business people can seize potential consumers in Chinese market.","[Li Lekang; Ning Dehuang] Kunming Univ Sci & Technol, Sch Management & Econ, Fac Management & Econ, Kunming 650093, Yunnan, Peoples R China",Kunming University of Science & Technology,,kk_pp183@163.com; ningdh@163.com,,,,,,,11,0,0,1,11,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,326,331,,,,,,6,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400057,0
C,"Tao, Y; Yu, LY",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Tao Ye; Yu Liying,,,The Research of Regional Industrial Development's Multi-Objective Decision under Low-carbon Economy Development Patterns,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Multi-objective; Low-Carbon; Fuzzy,NONLINEAR-PROGRAMMING PROBLEMS,"This paper firstly establish a multi-objective linear programming model based on low-carbon economic development, and then introduce the concept of fuzzy mathematics which optimized model so that the results became more suitable to actual demands. Finally, some improving methods for models are given to be used in wider applications.","[Tao Ye; Yu Liying] Shanghai Univ, Sch Management, Shanghai, Peoples R China",Shanghai University,,taoyees@gmail.com; yuliying@shu.edu.cn,,,,,,,6,0,0,0,2,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,573,578,,,,,,6,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400098,0
C,"Xu, N",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Xu Na,,,The Study of the Choice of Directed Technical Change under the Nonhomothetic Preferences Hypothesis,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Nonhomothetic Preferences; Skill-biased Technology; Labor Force Structure; Consumption Structure,,"This article analyzes the demand-induced technical direction in developing countries under the hypothesis of nonhomothetic preferences. The developing countries face two directed technical changes, one is skill-biased and the other is unskill-biased. Changes in the structure of the social labor force or the social consumption or the rate of exogenous technical progress affect the profit gap between the two technologies. The basic conclusions are that, when the proportion of skills increases, the firm prefers the skill-biased technology; when the consumption structure is similar between different social classes, the firm prefers the skill-biased technology; when the rate of technical change increases, the firm prefers the unskill-biased technology satisfying some conditions. So if a country's income disparity is caused by the technical direction, we can narrow the income disparity by affecting the technical direction through changing the structure of the labor three, the consumption structure and the rate of exogenous technology progress.","[Xu Na] Huazhong Univ Sci & Technol, Sch Econ, Wuhan 430074, Peoples R China",Huazhong University of Science & Technology,,nana9964@163.com,,,,,,,7,0,0,0,0,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,478,486,,,,,,9,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400081,0
C,"Zhou, JK",,"Zhang, S; Feng, Z; Zhao, H; Zhang, H",,Zhou Jingkun,,,The Diversity of Appraisal Subject of Local Party and Government Leaders' Environmental Performance Evaluation,"ADVANCES IN MANAGEMENT OF TECHNOLOGY, PT 1",,,English,Proceedings Paper,5th International Conference on Management of Technology,"AUG 20-23, 2010","Taiyuan City, PEOPLES R CHINA","Shanxi Assoc Risk Management,N Univ China,Shanxi Univ Finance & Econom",,Local Party and Government Leaders; Environmental Performance; Evaluation; Appraisal Subjects; Diversity,,"The article analyzes the effect of subject diversity in the assessment of local leaders' environmental performance, such as building a harmonious society, and democracy, perfecting local party and Government leaders' environmental performance evaluation index system; and upgrading the role of the scientific assessment, etc; points out the singleness, dislocation and lack of independence in enforcer of the local leaders' environmental performance appraisal, the information asymmetry and lack of institutionalization in the appraisal enforcer selecting; proposes many measures that can improve local party and government leaders' environmental performance evaluation, such as: to set up a scientific structure of appraisal enforcer, to promote the independence of the appraisal body, to construct scientific and comprehensive information system, to improve the system of diverse evaluation enforcer involved in.","[Zhou Jingkun] Jingdezhen Ceram Inst, Sch Business Adm, Jingdezhen 333001, Jianxi, Peoples R China",Jingdezhen Ceramic Institute,,zhoujingkun@163.com,,,,,,,5,0,0,0,3,AUSSINO ACAD PUBL HOUSE,MARRICKVILLE,"PO BOX 893, MARRICKVILLE, NSW 2204 00000, AUSTRALIA",,,978-1-921712-08-1,,,,2010,,,,,,,630,634,,,,,,5,"Economics; Engineering, Environmental; Engineering, Industrial; Operations Research & Management Science; Regional & Urban Planning; Public Administration",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Engineering; Operations Research & Management Science; Public Administration,BVE86,,,,,2024-03-09,WOS:000291328400108,0
